filename,tree1,tree2,nbleaves,nbedges,nbinternalnodes1,nbinternalnodes2,fasttime,naivetime,bhvtime
trees_1000.newick,28,38,1001,49054,999,999,11149,241804,959172
trees_1000.newick,28,39,1001,49236,999,999,10997,269369,1015283
trees_1000.newick,28,40,1001,49386,999,999,10978,239541,1260074
trees_1000.newick,28,41,1001,48987,999,999,10901,244807,1010123
trees_1000.newick,28,42,1001,49358,999,999,11060,245094,985858
trees_1000.newick,28,43,1001,48950,999,999,11076,239771,1356452
trees_1000.newick,28,44,1001,48753,999,999,10942,241878,1003094
trees_1000.newick,28,45,1001,49216,999,999,10998,250735,1021555
trees_1000.newick,28,46,1001,48890,999,999,11006,262682,1276796
trees_1000.newick,28,47,1001,48831,999,999,10925,249223,969503
trees_1000.newick,28,48,1001,48856,999,999,10920,249738,1053719
trees_1000.newick,28,49,1001,49436,999,999,11097,244073,934633
trees_1000.newick,29,30,1001,49774,999,999,11168,249085,1038308
trees_1000.newick,29,31,1001,49880,999,999,11088,251901,954993
trees_1000.newick,29,32,1001,49559,999,999,11152,248600,1034976
trees_1000.newick,29,33,1001,49660,999,999,11291,248046,946893
trees_1000.newick,29,34,1001,49505,999,999,11099,244567,1307667
trees_1000.newick,29,35,1001,49381,999,999,11209,240048,1501847
trees_1000.newick,29,36,1001,49516,999,999,11084,242411,1288371
trees_1000.newick,29,37,1001,49318,999,999,11003,241509,1534052
trees_1000.newick,29,38,1001,49310,999,999,11105,245170,1016190
trees_1000.newick,29,39,1001,49456,999,999,10917,240081,1024434
trees_1000.newick,29,40,1001,49718,999,999,11091,246031,1535482
trees_1000.newick,29,41,1001,49823,999,999,10980,238592,935815
trees_1000.newick,29,42,1001,49943,999,999,11151,244384,1024672
trees_1000.newick,29,43,1001,49280,999,999,11100,239615,1234415
trees_1000.newick,29,44,1001,49246,999,999,10816,247252,1524540
trees_1000.newick,29,45,1001,49541,999,999,10835,240229,1235403
trees_1000.newick,29,46,1001,49451,999,999,10953,242539,1015221
trees_1000.newick,29,47,1001,49050,999,999,10863,235406,1363746
trees_1000.newick,29,48,1001,49411,999,999,11010,262161,954456
trees_1000.newick,29,49,1001,49931,999,999,11092,240755,1034633
trees_1000.newick,30,31,1001,49489,999,999,11117,247156,941045
trees_1000.newick,30,32,1001,49301,999,999,11125,252718,1030808
trees_1000.newick,30,33,1001,49303,999,999,11150,238641,954662
trees_1000.newick,30,34,1001,49205,999,999,11101,241718,1041115
trees_1000.newick,30,35,1001,49200,999,999,10944,276191,1032052
trees_1000.newick,30,36,1001,49278,999,999,11042,252097,1289302
trees_1000.newick,30,37,1001,48776,999,999,10959,253464,1220190
trees_1000.newick,30,38,1001,49651,999,999,11159,253354,1358880
trees_1000.newick,30,39,1001,49365,999,999,10958,247205,1032365
trees_1000.newick,30,40,1001,49695,999,999,11211,239673,1132736
trees_1000.newick,30,41,1001,49398,999,999,11031,246190,1006106
trees_1000.newick,30,42,1001,49711,999,999,11098,250295,979358
trees_1000.newick,30,43,1001,49344,999,999,11274,247211,1080176
trees_1000.newick,30,44,1001,49603,999,999,11105,246649,975598
trees_1000.newick,30,45,1001,49095,999,999,10984,243736,1389458
trees_1000.newick,30,46,1001,49021,999,999,11112,248380,975213
trees_1000.newick,30,47,1001,49389,999,999,11141,255414,1090132
trees_1000.newick,30,48,1001,49405,999,999,11030,249367,995417
trees_1000.newick,30,49,1001,49618,999,999,11081,244558,1111241
trees_1000.newick,31,32,1001,50138,999,999,11327,247804,963100
trees_1000.newick,31,33,1001,49558,999,999,11149,245787,1405309
trees_1000.newick,31,34,1001,49316,999,999,11044,246404,1319775
trees_1000.newick,31,35,1001,49019,999,999,10954,246550,1351497
trees_1000.newick,31,36,1001,49686,999,999,11097,251264,1364928
trees_1000.newick,31,37,1001,49367,999,999,11026,243022,1042056
trees_1000.newick,31,38,1001,49837,999,999,11151,249535,1339910
trees_1000.newick,31,39,1001,49822,999,999,10984,256032,1059742
trees_1000.newick,31,40,1001,50039,999,999,11136,241424,1125205
trees_1000.newick,31,41,1001,49437,999,999,10947,249131,1012258
trees_1000.newick,31,42,1001,49809,999,999,11077,250496,1381426
trees_1000.newick,31,43,1001,49506,999,999,11219,244353,1016099
trees_1000.newick,31,44,1001,49831,999,999,11090,249930,1092408
trees_1000.newick,31,45,1001,49129,999,999,10969,246702,1047655
trees_1000.newick,31,46,1001,49295,999,999,11065,247618,1304863
trees_1000.newick,31,47,1001,49225,999,999,10991,247497,1088900
trees_1000.newick,31,48,1001,49346,999,999,11047,259962,1355547
trees_1000.newick,31,49,1001,49886,999,999,11097,240960,1087686
trees_1000.newick,32,33,1001,49807,999,999,11258,247311,1133485
trees_1000.newick,32,34,1001,49401,999,999,11071,245746,1339691
trees_1000.newick,32,35,1001,49485,999,999,11008,242516,1095111
trees_1000.newick,32,36,1001,49797,999,999,11102,247326,1048191
trees_1000.newick,32,37,1001,49183,999,999,10983,241758,1005481
trees_1000.newick,32,38,1001,49298,999,999,11117,246621,1288643
trees_1000.newick,32,39,1001,50014,999,999,11009,242647,1570970
trees_1000.newick,32,40,1001,49609,999,999,10899,240567,1332350
trees_1000.newick,32,41,1001,49557,999,999,10801,240373,1119327
trees_1000.newick,32,42,1001,49205,999,999,10897,248502,1049327
trees_1000.newick,32,43,1001,49814,999,999,11167,243113,1023842
trees_1000.newick,32,44,1001,49502,999,999,11065,245569,977967
trees_1000.newick,32,45,1001,49585,999,999,11051,240002,1373933
trees_1000.newick,32,46,1001,49442,999,999,11184,241717,1047393
trees_1000.newick,32,47,1001,49527,999,999,11042,242023,1088028
trees_1000.newick,32,48,1001,49790,999,999,11181,247490,1024545
trees_1000.newick,32,49,1001,49714,999,999,11102,240746,979173
trees_1000.newick,33,34,1001,49132,999,999,11092,242573,1112783
trees_1000.newick,33,35,1001,48724,999,999,11045,241513,975794
trees_1000.newick,33,36,1001,49687,999,999,11025,247035,1090655
trees_1000.newick,33,37,1001,49317,999,999,10997,238447,1600111
trees_1000.newick,33,38,1001,49427,999,999,11095,245687,1069610
trees_1000.newick,33,39,1001,49867,999,999,10994,243628,1035597
trees_1000.newick,33,40,1001,49346,999,999,11033,239100,1293388
trees_1000.newick,33,41,1001,48746,999,999,10890,243344,1047034
trees_1000.newick,33,42,1001,49506,999,999,11191,243426,1626410
trees_1000.newick,33,43,1001,48942,999,999,11546,239200,1018802
trees_1000.newick,33,44,1001,49149,999,999,10977,245398,1050384
trees_1000.newick,33,45,1001,48956,999,999,10966,238140,1417367
trees_1000.newick,33,46,1001,49329,999,999,11117,244538,1028208
trees_1000.newick,33,47,1001,49185,999,999,10983,240643,1049406
trees_1000.newick,33,48,1001,49115,999,999,11258,243115,1295433
trees_1000.newick,33,49,1001,49118,999,999,11117,240646,954795
trees_1000.newick,34,35,1001,49462,999,999,10961,241466,982882
trees_1000.newick,34,36,1001,49328,999,999,11004,243799,1305699
trees_1000.newick,34,37,1001,49052,999,999,10981,238612,1296394
trees_1000.newick,34,38,1001,49505,999,999,11191,243988,1322888
trees_1000.newick,34,39,1001,49254,999,999,11073,244965,976904
trees_1000.newick,34,40,1001,49892,999,999,11258,244921,1293022
trees_1000.newick,34,41,1001,49518,999,999,10936,239862,988632
trees_1000.newick,34,42,1001,49628,999,999,11123,248003,949261
trees_1000.newick,34,43,1001,49102,999,999,11102,240405,1041461
trees_1000.newick,34,44,1001,49734,999,999,15543,244463,950429
trees_1000.newick,34,45,1001,49374,999,999,13561,241412,1052685
trees_1000.newick,34,46,1001,49374,999,999,12367,240952,1274279
trees_1000.newick,34,47,1001,49338,999,999,12086,240944,1008894
trees_1000.newick,34,48,1001,49158,999,999,11004,244218,968203
trees_1000.newick,34,49,1001,49920,999,999,11165,238365,1283015
trees_1000.newick,35,36,1001,49405,999,999,11306,263400,1523218
trees_1000.newick,35,37,1001,48905,999,999,10926,237820,1243734
trees_1000.newick,35,38,1001,49206,999,999,11038,244052,1001688
trees_1000.newick,35,39,1001,49514,999,999,10936,248341,1024701
trees_1000.newick,35,40,1001,49210,999,999,11168,242767,1261233
trees_1000.newick,35,41,1001,49468,999,999,10923,241114,1001309
trees_1000.newick,35,42,1001,49267,999,999,10985,241219,1007359
trees_1000.newick,35,43,1001,49131,999,999,11038,242551,974473
trees_1000.newick,35,44,1001,49208,999,999,10842,243998,960656
trees_1000.newick,35,45,1001,49264,999,999,10753,239803,1052579
trees_1000.newick,35,46,1001,49451,999,999,10883,251600,944644
trees_1000.newick,35,47,1001,48948,999,999,10826,245545,1015070
trees_1000.newick,35,48,1001,49046,999,999,10837,248208,1216766
trees_1000.newick,35,49,1001,49475,999,999,10886,250393,1009903
trees_1000.newick,36,37,1001,49470,999,999,11279,259548,949584
trees_1000.newick,36,38,1001,49578,999,999,11095,246425,1028252
trees_1000.newick,36,39,1001,49558,999,999,11020,248124,1267476
trees_1000.newick,36,40,1001,49768,999,999,11088,242744,1050078
trees_1000.newick,36,41,1001,49467,999,999,11242,247493,1261728
trees_1000.newick,36,42,1001,49596,999,999,11071,245414,1034994
trees_1000.newick,36,43,1001,49209,999,999,11178,242631,969297
trees_1000.newick,36,44,1001,49150,999,999,11024,253067,964273
trees_1000.newick,36,45,1001,49578,999,999,11030,245810,1050961
trees_1000.newick,36,46,1001,49605,999,999,11116,244742,1027323
trees_1000.newick,36,47,1001,49018,999,999,10953,254994,1559202
trees_1000.newick,36,48,1001,49474,999,999,11056,250516,1325110
trees_1000.newick,36,49,1001,49607,999,999,11051,250854,1030959
trees_1000.newick,37,38,1001,48965,999,999,11112,251276,954934
trees_1000.newick,37,39,1001,49314,999,999,10939,244211,1036369
trees_1000.newick,37,40,1001,49109,999,999,11007,239086,1017954
trees_1000.newick,37,41,1001,49184,999,999,10915,260664,1045942
trees_1000.newick,37,42,1001,49232,999,999,11061,246949,1002915
trees_1000.newick,37,43,1001,48779,999,999,11070,242586,1340015
trees_1000.newick,37,44,1001,49462,999,999,11036,244506,1013336
trees_1000.newick,37,45,1001,49008,999,999,11103,246330,1047484
trees_1000.newick,37,46,1001,49120,999,999,11031,242358,1082657
trees_1000.newick,37,47,1001,49317,999,999,11006,243224,986832
trees_1000.newick,37,48,1001,48808,999,999,11009,245308,1069434
trees_1000.newick,37,49,1001,49534,999,999,11076,238742,1000778
trees_1000.newick,38,39,1001,49264,999,999,11021,241155,1091196
trees_1000.newick,38,40,1001,49436,999,999,11061,238883,1261932
trees_1000.newick,38,41,1001,49500,999,999,10957,246330,1069999
trees_1000.newick,38,42,1001,49403,999,999,11092,239665,1622558
trees_1000.newick,38,43,1001,49508,999,999,11355,241854,1349714
trees_1000.newick,38,44,1001,49145,999,999,10976,244498,1053985
trees_1000.newick,38,45,1001,49202,999,999,11002,239620,1100452
trees_1000.newick,38,46,1001,49211,999,999,11090,247721,996959
trees_1000.newick,38,47,1001,49322,999,999,10981,241268,1105678
trees_1000.newick,38,48,1001,49386,999,999,11028,244469,1000318
trees_1000.newick,38,49,1001,49426,999,999,11075,244841,1092228
trees_1000.newick,39,40,1001,49572,999,999,11123,243743,1005747
trees_1000.newick,39,41,1001,49572,999,999,10956,241229,1142480
trees_1000.newick,39,42,1001,49918,999,999,11122,243460,1130753
trees_1000.newick,39,43,1001,49199,999,999,11136,239398,1107576
trees_1000.newick,39,44,1001,49429,999,999,11032,245588,1033880
trees_1000.newick,39,45,1001,49284,999,999,10976,240528,1082578
trees_1000.newick,39,46,1001,49086,999,999,10993,238709,1065352
trees_1000.newick,39,47,1001,49333,999,999,11719,246972,1086016
trees_1000.newick,39,48,1001,49381,999,999,10945,241697,1025551
trees_1000.newick,39,49,1001,49129,999,999,10761,242564,1020707
trees_1000.newick,40,41,1001,49480,999,999,10760,240004,1117956
trees_1000.newick,40,42,1001,49655,999,999,11183,247031,1014735
trees_1000.newick,40,43,1001,49480,999,999,10989,247552,1125122
trees_1000.newick,40,44,1001,49470,999,999,11853,240013,1031780
trees_1000.newick,40,45,1001,49409,999,999,11575,241092,1156919
trees_1000.newick,40,46,1001,49560,999,999,11376,245052,1022696
trees_1000.newick,40,47,1001,49677,999,999,11420,241391,1122585
trees_1000.newick,40,48,1001,49309,999,999,11260,243318,1003622
trees_1000.newick,40,49,1001,50034,999,999,11468,237971,1114823
trees_1000.newick,41,42,1001,49337,999,999,11144,244811,1017701
trees_1000.newick,41,43,1001,49409,999,999,11726,242152,1106046
trees_1000.newick,41,44,1001,49107,999,999,11005,244546,1350042
trees_1000.newick,41,45,1001,48975,999,999,11036,236875,1067064
trees_1000.newick,41,46,1001,49435,999,999,11208,244979,1099393
trees_1000.newick,41,47,1001,49130,999,999,11442,241269,1310924
trees_1000.newick,41,48,1001,48979,999,999,11068,244993,1356016
trees_1000.newick,41,49,1001,49402,999,999,12805,243526,1055049
trees_1000.newick,42,43,1001,49803,999,999,11399,240755,1047004
trees_1000.newick,42,44,1001,49681,999,999,11075,245498,1029753
trees_1000.newick,42,45,1001,49491,999,999,11004,240070,1309099
trees_1000.newick,42,46,1001,49322,999,999,11230,240165,1064992
trees_1000.newick,42,47,1001,49337,999,999,11519,242202,992364
trees_1000.newick,42,48,1001,49648,999,999,11210,242186,1282276
trees_1000.newick,42,49,1001,49906,999,999,11211,242882,1005965
trees_1000.newick,43,44,1001,49006,999,999,11320,240139,1332629
trees_1000.newick,43,45,1001,48977,999,999,11094,239150,1058033
trees_1000.newick,43,46,1001,49283,999,999,11211,240050,1014651
trees_1000.newick,43,47,1001,48931,999,999,11026,236034,1251942
trees_1000.newick,43,48,1001,49435,999,999,11210,245820,1037169
trees_1000.newick,43,49,1001,49257,999,999,11172,241102,983630
trees_1000.newick,44,45,1001,49304,999,999,11266,241657,1617319
trees_1000.newick,44,46,1001,49269,999,999,11114,240809,1318961
trees_1000.newick,44,47,1001,48856,999,999,11020,247852,1030904
trees_1000.newick,44,48,1001,48946,999,999,11506,251784,1333411
trees_1000.newick,44,49,1001,49434,999,999,11085,242470,1035816
trees_1000.newick,45,46,1001,48595,999,999,11024,241313,974278
trees_1000.newick,45,47,1001,49294,999,999,11091,242581,1057926
trees_1000.newick,45,48,1001,49077,999,999,11051,246906,987246
trees_1000.newick,45,49,1001,49394,999,999,11111,236717,1076216
trees_1000.newick,46,47,1001,49144,999,999,11096,239637,1287038
trees_1000.newick,46,48,1001,49685,999,999,11281,243325,1071528
trees_1000.newick,46,49,1001,49387,999,999,11741,254724,1017521
trees_1000.newick,47,48,1001,49486,999,999,11191,240341,988598
trees_1000.newick,47,49,1001,49522,999,999,11330,239687,1112715
trees_1000.newick,48,49,1001,49575,999,999,11055,243419,1245136
trees_100.newick,0,1,101,2022,99,99,675,1896,31868
trees_100.newick,0,2,101,2085,99,99,589,1979,30041
trees_100.newick,0,3,101,2060,99,99,579,3371,25663
trees_100.newick,0,4,101,1985,99,99,573,2996,24884
trees_100.newick,0,5,101,2040,99,99,573,3107,36940
trees_100.newick,0,6,101,2093,99,99,590,2853,24765
trees_100.newick,0,7,101,2050,99,99,586,2987,41260
trees_100.newick,0,8,101,1992,99,99,568,1809,34160
trees_100.newick,0,9,101,2007,99,99,573,1821,26093
trees_100.newick,0,10,101,2082,99,99,584,1831,26773
trees_100.newick,0,11,101,2065,99,99,579,2593,26164
trees_100.newick,0,12,101,2021,99,99,575,1857,24544
trees_100.newick,0,13,101,2051,99,99,587,1860,31813
trees_100.newick,0,14,101,2014,99,99,568,1830,29646
trees_100.newick,0,15,101,1987,99,99,578,1852,31301
trees_100.newick,0,16,101,2031,99,99,571,1904,31824
trees_100.newick,0,17,101,1990,99,99,567,1883,25985
trees_100.newick,0,18,101,1999,99,99,587,1842,28375
trees_100.newick,0,19,101,2131,99,99,588,1823,25484
trees_100.newick,0,20,101,2120,99,99,578,1825,31064
trees_100.newick,0,21,101,1963,99,99,571,1792,24673
trees_100.newick,0,22,101,2065,99,99,581,1852,24305
trees_100.newick,0,23,101,2099,99,99,586,1840,29868
trees_100.newick,0,24,101,2048,99,99,580,1855,27957
trees_100.newick,0,25,101,2062,99,99,593,1811,24474
trees_100.newick,0,26,101,2056,99,99,588,1851,27376
trees_100.newick,0,27,101,1904,99,99,557,1834,36668
trees_100.newick,0,28,101,1936,99,99,569,1878,43566
trees_100.newick,0,29,101,2041,99,99,578,1791,24667
trees_100.newick,0,30,101,2014,99,99,583,1824,40095
trees_100.newick,0,31,101,2006,99,99,577,1784,26244
trees_100.newick,0,32,101,2074,99,99,589,1831,36462
trees_100.newick,0,33,101,2105,99,99,591,1829,24723
trees_100.newick,0,34,101,2024,99,99,578,1824,25876
trees_100.newick,0,35,101,2031,99,99,592,2229,31392
trees_100.newick,0,36,101,2074,99,99,584,1798,24745
trees_100.newick,0,37,101,2132,99,99,585,1828,26909
trees_100.newick,0,38,101,2121,99,99,591,1826,24121
trees_100.newick,0,39,101,2074,99,99,592,1776,24606
trees_100.newick,0,40,101,2035,99,99,594,1824,29183
trees_100.newick,0,41,101,2081,99,99,586,1833,24099
trees_100.newick,0,42,101,2051,99,99,590,1807,42669
trees_100.newick,0,43,101,2055,99,99,593,1890,24049
trees_100.newick,0,44,101,2037,99,99,580,1887,24378
trees_100.newick,0,45,101,2035,99,99,572,1831,24547
trees_100.newick,0,46,101,1957,99,99,577,1867,28077
trees_100.newick,0,47,101,2105,99,99,591,1851,27149
trees_100.newick,0,48,101,2053,99,99,583,1812,25751
trees_100.newick,0,49,101,2109,99,99,596,1873,24804
trees_100.newick,1,2,101,2122,99,99,588,1839,31960
trees_100.newick,1,3,101,2095,99,99,602,1884,30807
trees_100.newick,1,4,101,2003,99,99,583,1914,30246
trees_100.newick,1,5,101,2065,99,99,587,1833,28622
trees_100.newick,1,6,101,2145,99,99,594,1845,37234
trees_100.newick,1,7,101,2144,99,99,590,1845,27465
trees_100.newick,1,8,101,2152,99,99,585,1838,37459
trees_100.newick,1,9,101,2051,99,99,579,1828,25744
trees_100.newick,1,10,101,2054,99,99,580,1831,30814
trees_100.newick,1,11,101,2145,99,99,586,1823,29069
trees_100.newick,1,12,101,2097,99,99,587,1838,57578
trees_100.newick,1,13,101,2051,99,99,592,1869,47938
trees_100.newick,1,14,101,2193,99,99,593,1860,30477
trees_100.newick,1,15,101,2038,99,99,587,1830,29437
trees_100.newick,1,16,101,2141,99,99,590,2079,26589
trees_100.newick,1,17,101,2098,99,99,588,2014,26248
trees_100.newick,1,18,101,2231,99,99,600,1854,25318
trees_100.newick,1,19,101,2103,99,99,594,1840,25732
trees_100.newick,1,20,101,2063,99,99,588,1859,31915
trees_100.newick,1,21,101,2071,99,99,589,1849,28298
trees_100.newick,1,22,101,2201,99,99,609,1875,30784
trees_100.newick,1,23,101,2074,99,99,588,1818,40539
trees_100.newick,1,24,101,2151,99,99,597,1843,28770
trees_100.newick,1,25,101,2093,99,99,605,1830,28702
trees_100.newick,1,26,101,2158,99,99,603,1872,39275
trees_100.newick,1,27,101,2109,99,99,585,1860,25744
trees_100.newick,1,28,101,2072,99,99,581,1874,28830
trees_100.newick,1,29,101,2078,99,99,579,1848,26966
trees_100.newick,1,30,101,2099,99,99,587,1827,27783
trees_100.newick,1,31,101,2087,99,99,583,1785,32218
trees_100.newick,1,32,101,2180,99,99,597,1867,47372
trees_100.newick,1,33,101,2053,99,99,581,1839,35045
trees_100.newick,1,34,101,2136,99,99,587,2305,35365
trees_100.newick,1,35,101,2047,99,99,577,1806,32359
trees_100.newick,1,36,101,2024,99,99,681,1834,39247
trees_100.newick,1,37,101,2124,99,99,782,1845,24862
trees_100.newick,1,38,101,1980,99,99,576,1827,31721
trees_100.newick,1,39,101,2007,99,99,580,1792,29219
trees_100.newick,1,40,101,2054,99,99,591,1906,29435
trees_100.newick,1,41,101,2073,99,99,582,1838,24830
trees_100.newick,1,42,101,2112,99,99,594,1817,32765
trees_100.newick,1,43,101,2065,99,99,588,1846,47226
trees_100.newick,1,44,101,2128,99,99,584,1819,30466
trees_100.newick,1,45,101,2149,99,99,582,1844,28260
trees_100.newick,1,46,101,2109,99,99,590,1830,31027
trees_100.newick,1,47,101,2131,99,99,586,1878,30825
trees_100.newick,1,48,101,2125,99,99,587,1869,25431
trees_100.newick,1,49,101,2087,99,99,587,1833,24664
trees_100.newick,2,3,101,2177,99,99,595,1835,25257
trees_100.newick,2,4,101,2154,99,99,596,1882,28729
trees_100.newick,2,5,101,2147,99,99,641,1868,28433
trees_100.newick,2,6,101,2085,99,99,593,1855,34704
trees_100.newick,2,7,101,2129,99,99,600,1778,42786
trees_100.newick,2,8,101,2083,99,99,583,1852,45692
trees_100.newick,2,9,101,2085,99,99,588,1815,26110
trees_100.newick,2,10,101,2204,99,99,603,1793,27174
trees_100.newick,2,11,101,2067,99,99,585,1799,25783
trees_100.newick,2,12,101,2103,99,99,587,1840,29622
trees_100.newick,2,13,101,2173,99,99,604,1831,34061
trees_100.newick,2,14,101,2073,99,99,588,1795,31475
trees_100.newick,2,15,101,2131,99,99,599,1819,33757
trees_100.newick,2,16,101,2097,99,99,592,1783,37899
trees_100.newick,2,17,101,2086,99,99,589,1817,42177
trees_100.newick,2,18,101,2061,99,99,588,1852,51804
trees_100.newick,2,19,101,2182,99,99,605,1819,43302
trees_100.newick,2,20,101,2197,99,99,600,1845,34218
trees_100.newick,2,21,101,2046,99,99,582,1832,38429
trees_100.newick,2,22,101,2133,99,99,604,1842,27154
trees_100.newick,2,23,101,2088,99,99,587,1916,31849
trees_100.newick,2,24,101,2162,99,99,594,1889,28860
trees_100.newick,2,25,101,2028,99,99,591,1769,38125
trees_100.newick,2,26,101,2136,99,99,598,1839,50048
trees_100.newick,2,27,101,2046,99,99,573,1846,50756
trees_100.newick,2,28,101,2027,99,99,571,1825,29961
trees_100.newick,2,29,101,2129,99,99,583,1860,44788
trees_100.newick,2,30,101,2185,99,99,593,1847,31144
trees_100.newick,2,31,101,2112,99,99,592,1799,29496
trees_100.newick,2,32,101,2054,99,99,581,1826,28013
trees_100.newick,2,33,101,2121,99,99,588,1835,28403
trees_100.newick,2,34,101,2187,99,99,596,1833,29058
trees_100.newick,2,35,101,2133,99,99,589,1780,37913
trees_100.newick,2,36,101,2063,99,99,585,1932,44105
trees_100.newick,2,37,101,2110,99,99,586,1813,50920
trees_100.newick,2,38,101,2105,99,99,604,1814,39027
trees_100.newick,2,39,101,2139,99,99,604,1810,40631
trees_100.newick,2,40,101,2025,99,99,591,1772,31991
trees_100.newick,2,41,101,2070,99,99,586,1827,29421
trees_100.newick,2,42,101,2034,99,99,584,1873,34933
trees_100.newick,2,43,101,2129,99,99,598,1840,28770
trees_100.newick,2,44,101,2151,99,99,596,1784,29451
trees_100.newick,2,45,101,2001,99,99,567,1821,51615
trees_100.newick,2,46,101,2130,99,99,593,1820,50713
trees_100.newick,2,47,101,2077,99,99,585,1827,32798
trees_100.newick,2,48,101,2121,99,99,584,1835,33755
trees_100.newick,2,49,101,2105,99,99,587,1834,34831
trees_100.newick,3,4,101,1933,99,99,570,1816,32799
trees_100.newick,3,5,101,2064,99,99,575,1806,34450
trees_100.newick,3,6,101,2055,99,99,588,1808,38648
trees_100.newick,3,7,101,2086,99,99,586,1801,30890
trees_100.newick,3,8,101,2086,99,99,594,1811,47718
trees_100.newick,3,9,101,2008,99,99,588,1908,49797
trees_100.newick,3,10,101,2075,99,99,585,1861,43085
trees_100.newick,3,11,101,2092,99,99,586,1835,49408
trees_100.newick,3,12,101,2046,99,99,593,1812,30857
trees_100.newick,3,13,101,2069,99,99,593,1822,48453
trees_100.newick,3,14,101,2018,99,99,580,1840,36037
trees_100.newick,3,15,101,2117,99,99,595,1835,28798
trees_100.newick,3,16,101,2097,99,99,585,1794,38238
trees_100.newick,3,17,101,2013,99,99,580,1844,37090
trees_100.newick,3,18,101,2025,99,99,579,1821,68504
trees_100.newick,3,19,101,1954,99,99,581,1841,82889
trees_100.newick,3,20,101,2069,99,99,586,1835,45539
trees_100.newick,3,21,101,2062,99,99,581,1819,55626
trees_100.newick,3,22,101,1974,99,99,581,1796,46796
trees_100.newick,3,23,101,2023,99,99,576,1828,34407
trees_100.newick,3,24,101,2043,99,99,575,1839,41552
trees_100.newick,3,25,101,2084,99,99,622,1791,53600
trees_100.newick,3,26,101,2047,99,99,602,1848,60439
trees_100.newick,3,27,101,2043,99,99,579,1854,35417
trees_100.newick,3,28,101,2054,99,99,578,1827,44990
trees_100.newick,3,29,101,2066,99,99,579,1803,28031
trees_100.newick,3,30,101,1967,99,99,576,1816,26518
trees_100.newick,3,31,101,2120,99,99,594,1824,28159
trees_100.newick,3,32,101,2016,99,99,573,1795,33839
trees_100.newick,3,33,101,2007,99,99,578,1835,36452
trees_100.newick,3,34,101,2158,99,99,585,1854,37239
trees_100.newick,3,35,101,2020,99,99,573,1808,39386
trees_100.newick,3,36,101,2011,99,99,573,1818,46561
trees_100.newick,3,37,101,2049,99,99,571,1804,44606
trees_100.newick,3,38,101,2059,99,99,578,1817,35352
trees_100.newick,3,39,101,2112,99,99,590,2069,27773
trees_100.newick,3,40,101,2049,99,99,593,2455,30837
trees_100.newick,3,41,101,2125,99,99,588,1812,26178
trees_100.newick,3,42,101,2022,99,99,583,1808,28004
trees_100.newick,3,43,101,2099,99,99,598,1833,33960
trees_100.newick,3,44,101,2090,99,99,586,1816,51354
trees_100.newick,3,45,101,2095,99,99,579,3247,53731
trees_100.newick,3,46,101,2089,99,99,588,1824,38413
trees_100.newick,3,47,101,2084,99,99,583,1828,43617
trees_100.newick,3,48,101,2164,99,99,591,1829,31261
trees_100.newick,3,49,101,2077,99,99,588,1817,29225
trees_100.newick,4,5,101,2019,99,99,585,2185,27183
trees_100.newick,4,6,101,2095,99,99,599,1820,26944
trees_100.newick,4,7,101,2089,99,99,595,1829,28151
trees_100.newick,4,8,101,2019,99,99,579,1799,40622
trees_100.newick,4,9,101,2031,99,99,581,1819,38382
trees_100.newick,4,10,101,2089,99,99,587,1889,40661
trees_100.newick,4,11,101,2082,99,99,578,2585,35408
trees_100.newick,4,12,101,2203,99,99,594,2152,36578
trees_100.newick,4,13,101,2072,99,99,595,1843,27759
trees_100.newick,4,14,101,2094,99,99,593,1854,27055
trees_100.newick,4,15,101,2089,99,99,587,1831,27771
trees_100.newick,4,16,101,2040,99,99,581,1800,26490
trees_100.newick,4,17,101,2052,99,99,590,1836,31031
trees_100.newick,4,18,101,2111,99,99,589,1830,43772
trees_100.newick,4,19,101,2050,99,99,593,1831,39706
trees_100.newick,4,20,101,2137,99,99,595,1820,39906
trees_100.newick,4,21,101,2108,99,99,597,1868,31936
trees_100.newick,4,22,101,2098,99,99,600,1978,34518
trees_100.newick,4,23,101,2043,99,99,588,2468,27157
trees_100.newick,4,24,101,2102,99,99,589,1840,28138
trees_100.newick,4,25,101,2098,99,99,607,1858,30356
trees_100.newick,4,26,101,2066,99,99,601,1879,30995
trees_100.newick,4,27,101,2101,99,99,581,1853,30537
trees_100.newick,4,28,101,2113,99,99,595,2045,50347
trees_100.newick,4,29,101,1978,99,99,574,3276,66298
trees_100.newick,4,30,101,2054,99,99,591,1975,41082
trees_100.newick,4,31,101,2010,99,99,585,1835,29889
trees_100.newick,4,32,101,1999,99,99,585,1804,37044
trees_100.newick,4,33,101,2041,99,99,582,1865,27802
trees_100.newick,4,34,101,2138,99,99,594,1866,30061
trees_100.newick,4,35,101,2137,99,99,592,1804,26694
trees_100.newick,4,36,101,2119,99,99,591,1797,27810
trees_100.newick,4,37,101,2012,99,99,571,1843,37729
trees_100.newick,4,38,101,2040,99,99,584,1811,37764
trees_100.newick,4,39,101,2049,99,99,587,1898,45823
trees_100.newick,4,40,101,1955,99,99,578,1867,40186
trees_100.newick,4,41,101,1967,99,99,573,1780,50266
trees_100.newick,4,42,101,2117,99,99,593,1794,28311
trees_100.newick,4,43,101,2169,99,99,609,1859,30083
