filename,i,j,incidence_time,total_time
simphyout\pop_8_n_1000_1.newick,34,48,37028767,37341404
simphyout\pop_8_n_1000_1.newick,34,49,36559741,36915756
simphyout\pop_8_n_1000_1.newick,35,36,34020919,34330105
simphyout\pop_8_n_1000_1.newick,35,37,32940945,33295101
simphyout\pop_8_n_1000_1.newick,35,38,37389635,37751261
simphyout\pop_8_n_1000_1.newick,35,39,34148219,34455842
simphyout\pop_8_n_1000_1.newick,35,40,36312901,36631222
simphyout\pop_8_n_1000_1.newick,35,41,37115939,37462154
simphyout\pop_8_n_1000_1.newick,35,42,36173602,36482751
simphyout\pop_8_n_1000_1.newick,35,43,35471489,35850254
simphyout\pop_8_n_1000_1.newick,35,44,36785932,37134633
simphyout\pop_8_n_1000_1.newick,35,45,36458886,36806802
simphyout\pop_8_n_1000_1.newick,35,46,35326481,35657944
simphyout\pop_8_n_1000_1.newick,35,47,37397122,37748423
simphyout\pop_8_n_1000_1.newick,35,48,36864339,37209561
simphyout\pop_8_n_1000_1.newick,35,49,34808256,35157230
simphyout\pop_8_n_1000_1.newick,36,37,36607000,36969978
simphyout\pop_8_n_1000_1.newick,36,38,35796413,36188832
simphyout\pop_8_n_1000_1.newick,36,39,35538124,35938781
simphyout\pop_8_n_1000_1.newick,36,40,34517666,34864006
simphyout\pop_8_n_1000_1.newick,36,41,33870084,34228293
simphyout\pop_8_n_1000_1.newick,36,42,34535873,34868981
simphyout\pop_8_n_1000_1.newick,36,43,33900665,34239373
simphyout\pop_8_n_1000_1.newick,36,44,37025944,37395359
simphyout\pop_8_n_1000_1.newick,36,45,34646597,34987132
simphyout\pop_8_n_1000_1.newick,36,46,36240761,36603601
simphyout\pop_8_n_1000_1.newick,36,47,36927257,37281372
simphyout\pop_8_n_1000_1.newick,36,48,35998013,36306433
simphyout\pop_8_n_1000_1.newick,36,49,34082433,34418472
simphyout\pop_8_n_1000_1.newick,37,38,34671886,35025375
simphyout\pop_8_n_1000_1.newick,37,39,35897426,36251825
simphyout\pop_8_n_1000_1.newick,37,40,30128947,30447588
simphyout\pop_8_n_1000_1.newick,37,41,34373347,34778656
simphyout\pop_8_n_1000_1.newick,37,42,34657304,35004216
simphyout\pop_8_n_1000_1.newick,37,43,37867090,38222299
simphyout\pop_8_n_1000_1.newick,37,44,35585056,35928971
simphyout\pop_8_n_1000_1.newick,37,45,36025723,36363029
simphyout\pop_8_n_1000_1.newick,37,46,32758889,33081085
simphyout\pop_8_n_1000_1.newick,37,47,35832665,36191267
simphyout\pop_8_n_1000_1.newick,37,48,34760525,35110490
simphyout\pop_8_n_1000_1.newick,37,49,37926618,38237105
simphyout\pop_8_n_1000_1.newick,38,39,38274723,38665535
simphyout\pop_8_n_1000_1.newick,38,40,37833989,38183752
simphyout\pop_8_n_1000_1.newick,38,41,39461223,39823022
simphyout\pop_8_n_1000_1.newick,38,42,37152614,37503113
simphyout\pop_8_n_1000_1.newick,38,43,36874352,37206425
simphyout\pop_8_n_1000_1.newick,38,44,40485996,40833903
simphyout\pop_8_n_1000_1.newick,38,45,37186696,37516370
simphyout\pop_8_n_1000_1.newick,38,46,36238284,36595293
simphyout\pop_8_n_1000_1.newick,38,47,40226301,40570932
simphyout\pop_8_n_1000_1.newick,38,48,39685627,40228953
simphyout\pop_8_n_1000_1.newick,38,49,37009002,37369085
simphyout\pop_8_n_1000_1.newick,39,40,35462764,35805352
simphyout\pop_8_n_1000_1.newick,39,41,37377212,37710112
simphyout\pop_8_n_1000_1.newick,39,42,36917980,37222800
simphyout\pop_8_n_1000_1.newick,39,43,39423647,39775511
simphyout\pop_8_n_1000_1.newick,39,44,40133800,40481034
simphyout\pop_8_n_1000_1.newick,39,45,40928255,41238392
simphyout\pop_8_n_1000_1.newick,39,46,33357608,33722317
simphyout\pop_8_n_1000_1.newick,39,47,39526148,39863610
simphyout\pop_8_n_1000_1.newick,39,48,38894488,39245849
simphyout\pop_8_n_1000_1.newick,39,49,41053948,41401180
simphyout\pop_8_n_1000_1.newick,40,41,31666345,32374304
simphyout\pop_8_n_1000_1.newick,40,42,33424011,33725663
simphyout\pop_8_n_1000_1.newick,40,43,32438068,32755444
simphyout\pop_8_n_1000_1.newick,40,44,35371706,35715643
simphyout\pop_8_n_1000_1.newick,40,45,32123359,32483637
simphyout\pop_8_n_1000_1.newick,40,46,33332863,33632508
simphyout\pop_8_n_1000_1.newick,40,47,32106237,32450870
simphyout\pop_8_n_1000_1.newick,40,48,33655049,33957330
simphyout\pop_8_n_1000_1.newick,40,49,34296377,34654155
simphyout\pop_8_n_1000_1.newick,41,42,33556348,33904674
simphyout\pop_8_n_1000_1.newick,41,43,34454311,34801830
simphyout\pop_8_n_1000_1.newick,41,44,35253888,35606814
simphyout\pop_8_n_1000_1.newick,41,45,34185766,34556051
simphyout\pop_8_n_1000_1.newick,41,46,31118716,31513212
simphyout\pop_8_n_1000_1.newick,41,47,34323819,34629470
simphyout\pop_8_n_1000_1.newick,41,48,33103394,33456672
simphyout\pop_8_n_1000_1.newick,41,49,34881890,35191248
simphyout\pop_8_n_1000_1.newick,42,43,35332411,35685989
simphyout\pop_8_n_1000_1.newick,42,44,37174778,37512170
simphyout\pop_8_n_1000_1.newick,42,45,36778769,37122107
simphyout\pop_8_n_1000_1.newick,42,46,35457823,35762204
simphyout\pop_8_n_1000_1.newick,42,47,38585734,38945509
simphyout\pop_8_n_1000_1.newick,42,48,35944763,36294130
simphyout\pop_8_n_1000_1.newick,42,49,36037220,36380318
simphyout\pop_8_n_1000_1.newick,43,44,35828282,36187947
simphyout\pop_8_n_1000_1.newick,43,45,34505123,34843621
simphyout\pop_8_n_1000_1.newick,43,46,33402925,33746105
simphyout\pop_8_n_1000_1.newick,43,47,36125708,36487439
simphyout\pop_8_n_1000_1.newick,43,48,36451776,36813442
simphyout\pop_8_n_1000_1.newick,43,49,37395209,37731278
simphyout\pop_8_n_1000_1.newick,44,45,35836380,36184709
simphyout\pop_8_n_1000_1.newick,44,46,35149995,35508386
simphyout\pop_8_n_1000_1.newick,44,47,36671015,37020899
simphyout\pop_8_n_1000_1.newick,44,48,35936365,36293237
simphyout\pop_8_n_1000_1.newick,44,49,36654192,37011275
simphyout\pop_8_n_1000_1.newick,45,46,33364609,33717162
simphyout\pop_8_n_1000_1.newick,45,47,36102947,36455297
simphyout\pop_8_n_1000_1.newick,45,48,35245989,35591357
simphyout\pop_8_n_1000_1.newick,45,49,38791271,39136647
simphyout\pop_8_n_1000_1.newick,46,47,34697475,35042788
simphyout\pop_8_n_1000_1.newick,46,48,32734925,33080482
simphyout\pop_8_n_1000_1.newick,46,49,35632222,35990540
simphyout\pop_8_n_1000_1.newick,47,48,34679508,35020622
simphyout\pop_8_n_1000_1.newick,47,49,35727420,36086211
simphyout\pop_8_n_1000_1.newick,48,49,35561604,35911049
simphyout\pop_9_n_1000_1.newick,0,21,12384738,12693388
simphyout\pop_9_n_1000_1.newick,0,22,11890928,12217701
simphyout\pop_9_n_1000_1.newick,0,23,12302167,12661450
simphyout\pop_9_n_1000_1.newick,0,24,10450664,10783810
simphyout\pop_9_n_1000_1.newick,0,25,13853480,14207911
simphyout\pop_9_n_1000_1.newick,0,26,12654059,12993471
simphyout\pop_9_n_1000_1.newick,0,27,15354907,15655107
simphyout\pop_9_n_1000_1.newick,0,28,9330159,10067465
simphyout\pop_9_n_1000_1.newick,0,29,13634324,13999204
simphyout\pop_9_n_1000_1.newick,0,30,12245603,12573384
simphyout\pop_9_n_1000_1.newick,0,31,15660824,15967804
simphyout\pop_9_n_1000_1.newick,0,32,11703077,12015896
simphyout\pop_9_n_1000_1.newick,0,33,10272751,10578667
simphyout\pop_9_n_1000_1.newick,0,34,10334423,10749233
simphyout\pop_9_n_1000_1.newick,0,35,11261595,11600593
simphyout\pop_9_n_1000_1.newick,0,36,11265391,11595098
simphyout\pop_9_n_1000_1.newick,0,37,12612703,12955948
simphyout\pop_9_n_1000_1.newick,0,38,12303116,12641253
simphyout\pop_9_n_1000_1.newick,0,39,13262064,13567342
simphyout\pop_9_n_1000_1.newick,0,40,13761901,14118977
simphyout\pop_9_n_1000_1.newick,0,41,14928262,15429282
simphyout\pop_9_n_1000_1.newick,0,42,12853357,13184305
simphyout\pop_9_n_1000_1.newick,0,43,12044324,12349579
simphyout\pop_9_n_1000_1.newick,0,44,12588312,12890328
simphyout\pop_9_n_1000_1.newick,0,45,11612341,11906375
simphyout\pop_9_n_1000_1.newick,0,46,10986631,11320913
simphyout\pop_9_n_1000_1.newick,0,47,13061062,13403408
simphyout\pop_9_n_1000_1.newick,0,48,10826039,11137455
simphyout\pop_9_n_1000_1.newick,0,49,12975468,13301950
simphyout\pop_9_n_1000_1.newick,1,21,11442456,12141229
simphyout\pop_9_n_1000_1.newick,1,22,12521375,12966081
simphyout\pop_9_n_1000_1.newick,1,23,11052817,11362708
simphyout\pop_9_n_1000_1.newick,1,24,12237564,12574233
simphyout\pop_9_n_1000_1.newick,1,25,13533402,13874774
simphyout\pop_9_n_1000_1.newick,1,26,12110294,12454170
simphyout\pop_9_n_1000_1.newick,1,27,13300436,13633730
simphyout\pop_9_n_1000_1.newick,1,28,12500602,12798860
simphyout\pop_9_n_1000_1.newick,1,29,14698731,15001331
simphyout\pop_9_n_1000_1.newick,1,30,11776548,12126597
simphyout\pop_9_n_1000_1.newick,1,31,9737682,10076058
simphyout\pop_9_n_1000_1.newick,1,32,12009017,12806368
simphyout\pop_9_n_1000_1.newick,1,33,11070618,11408534
simphyout\pop_9_n_1000_1.newick,1,34,12858784,13189914
simphyout\pop_9_n_1000_1.newick,1,35,10420266,10764393
simphyout\pop_9_n_1000_1.newick,1,36,12880537,13230881
simphyout\pop_9_n_1000_1.newick,1,37,12811598,13175741
simphyout\pop_9_n_1000_1.newick,1,38,13626949,13951505
simphyout\pop_9_n_1000_1.newick,1,39,14758985,15096128
simphyout\pop_9_n_1000_1.newick,1,40,10262252,10552615
simphyout\pop_9_n_1000_1.newick,1,41,16554495,17221217
simphyout\pop_9_n_1000_1.newick,1,42,12562536,12881501
simphyout\pop_9_n_1000_1.newick,1,43,13867591,14199694
simphyout\pop_9_n_1000_1.newick,1,44,13355224,13804234
simphyout\pop_9_n_1000_1.newick,1,45,14502290,14831782
simphyout\pop_9_n_1000_1.newick,1,46,13442538,13765380
simphyout\pop_9_n_1000_1.newick,1,47,16306640,16950086
simphyout\pop_9_n_1000_1.newick,1,48,13281422,13961713
simphyout\pop_9_n_1000_1.newick,1,49,12653617,12996189
simphyout\pop_9_n_1000_1.newick,2,21,9276721,9583269
simphyout\pop_9_n_1000_1.newick,2,22,11796072,12117734
simphyout\pop_9_n_1000_1.newick,2,23,10120867,10462624
simphyout\pop_9_n_1000_1.newick,2,24,9580273,9937293
simphyout\pop_9_n_1000_1.newick,2,25,11200374,11559326
simphyout\pop_9_n_1000_1.newick,2,26,12375229,12675215
simphyout\pop_9_n_1000_1.newick,2,27,13374306,13715362
simphyout\pop_9_n_1000_1.newick,2,28,15910643,16235022
simphyout\pop_9_n_1000_1.newick,2,29,12012605,12356963
simphyout\pop_9_n_1000_1.newick,2,30,13228355,13535080
simphyout\pop_9_n_1000_1.newick,2,31,11497866,11811961
simphyout\pop_9_n_1000_1.newick,2,32,11389919,11684381
simphyout\pop_9_n_1000_1.newick,2,33,12043792,12350655
simphyout\pop_9_n_1000_1.newick,2,34,11441727,11774446
simphyout\pop_9_n_1000_1.newick,2,35,12507440,12846685
simphyout\pop_9_n_1000_1.newick,2,36,10353772,10689246
simphyout\pop_9_n_1000_1.newick,2,37,11720838,12027916
simphyout\pop_9_n_1000_1.newick,2,38,11679049,12021003
simphyout\pop_9_n_1000_1.newick,2,39,10334108,10678704
simphyout\pop_9_n_1000_1.newick,2,40,12531556,12881026
simphyout\pop_9_n_1000_1.newick,2,41,13940926,14223603
simphyout\pop_9_n_1000_1.newick,2,42,13288626,13624941
simphyout\pop_9_n_1000_1.newick,2,43,14283798,14622568
simphyout\pop_9_n_1000_1.newick,2,44,14803217,15109753
simphyout\pop_9_n_1000_1.newick,2,45,12953355,13295797
simphyout\pop_9_n_1000_1.newick,2,46,12043210,12350077
simphyout\pop_9_n_1000_1.newick,2,47,11852782,12236030
simphyout\pop_9_n_1000_1.newick,2,48,12268027,12613868
simphyout\pop_9_n_1000_1.newick,2,49,10835571,11178749
simphyout\pop_9_n_1000_1.newick,3,21,13474837,13779647
simphyout\pop_9_n_1000_1.newick,3,22,14921592,15272222
simphyout\pop_9_n_1000_1.newick,3,23,13468854,13786617
simphyout\pop_9_n_1000_1.newick,3,24,10825535,11138613
simphyout\pop_9_n_1000_1.newick,3,25,11481563,11822252
simphyout\pop_9_n_1000_1.newick,3,26,14932245,15225549
simphyout\pop_9_n_1000_1.newick,3,27,11300357,11648931
simphyout\pop_9_n_1000_1.newick,3,28,12327826,12663477
simphyout\pop_9_n_1000_1.newick,3,29,11049858,11348069
simphyout\pop_9_n_1000_1.newick,3,30,13334715,13685375
simphyout\pop_9_n_1000_1.newick,3,31,12367683,12691268
simphyout\pop_9_n_1000_1.newick,3,32,10703814,11038744
simphyout\pop_9_n_1000_1.newick,3,33,12900659,13216853
simphyout\pop_9_n_1000_1.newick,3,34,10773471,11106083
simphyout\pop_9_n_1000_1.newick,3,35,12032358,12345649
simphyout\pop_9_n_1000_1.newick,3,36,13757434,14087850
simphyout\pop_9_n_1000_1.newick,3,37,11425770,11791801
simphyout\pop_9_n_1000_1.newick,3,38,13107615,13439142
simphyout\pop_9_n_1000_1.newick,3,39,13962808,14289875
simphyout\pop_9_n_1000_1.newick,3,40,13092117,13434077
simphyout\pop_9_n_1000_1.newick,3,41,9178470,9512641
simphyout\pop_9_n_1000_1.newick,3,42,11584076,11920152
simphyout\pop_9_n_1000_1.newick,3,43,12018217,12337264
simphyout\pop_9_n_1000_1.newick,3,44,14384388,14717661
simphyout\pop_9_n_1000_1.newick,3,45,14409513,15200464
simphyout\pop_9_n_1000_1.newick,3,46,11268808,11575479
simphyout\pop_9_n_1000_1.newick,3,47,13978406,14322695
simphyout\pop_9_n_1000_1.newick,3,48,12974515,13313092
simphyout\pop_9_n_1000_1.newick,3,49,12498190,12836941
simphyout\pop_9_n_1000_1.newick,4,21,14477755,14985538
simphyout\pop_9_n_1000_1.newick,4,22,12480301,12811485
simphyout\pop_9_n_1000_1.newick,4,23,10711293,11030727
simphyout\pop_9_n_1000_1.newick,4,24,13938128,14295131
simphyout\pop_9_n_1000_1.newick,4,25,12367702,12702816
simphyout\pop_9_n_1000_1.newick,4,26,11512849,11840433
simphyout\pop_9_n_1000_1.newick,4,27,13866045,14204073
simphyout\pop_9_n_1000_1.newick,4,28,11804060,12165728
simphyout\pop_9_n_1000_1.newick,4,29,12069117,12405105
simphyout\pop_9_n_1000_1.newick,4,30,10951206,11254906
simphyout\pop_9_n_1000_1.newick,4,31,15522204,15852271
simphyout\pop_9_n_1000_1.newick,4,32,13910948,14452268
simphyout\pop_9_n_1000_1.newick,4,33,12899492,13213583
simphyout\pop_9_n_1000_1.newick,4,34,10080195,10431028
simphyout\pop_9_n_1000_1.newick,4,35,8906512,9278143
simphyout\pop_9_n_1000_1.newick,4,36,10010120,10434576
simphyout\pop_9_n_1000_1.newick,4,37,13549743,13888997
simphyout\pop_9_n_1000_1.newick,4,38,12493843,12855647
simphyout\pop_9_n_1000_1.newick,4,39,10277552,10570906
simphyout\pop_9_n_1000_1.newick,4,40,11367834,11719148
simphyout\pop_9_n_1000_1.newick,4,41,12552969,12895065
simphyout\pop_9_n_1000_1.newick,4,42,13723960,14070057
simphyout\pop_9_n_1000_1.newick,4,43,10404341,10755716
simphyout\pop_9_n_1000_1.newick,4,44,12380403,12734888
simphyout\pop_9_n_1000_1.newick,4,45,14562183,14886175
simphyout\pop_9_n_1000_1.newick,4,46,13365981,13707752
simphyout\pop_9_n_1000_1.newick,4,47,13038955,13320994
simphyout\pop_9_n_1000_1.newick,4,48,10160908,10488319
simphyout\pop_9_n_1000_1.newick,4,49,10614300,11250030
simphyout\pop_9_n_1000_1.newick,5,21,9801200,10133605
simphyout\pop_9_n_1000_1.newick,5,22,12274612,13041787
simphyout\pop_9_n_1000_1.newick,5,23,11773069,12128406
simphyout\pop_9_n_1000_1.newick,5,24,10265817,10572541
simphyout\pop_9_n_1000_1.newick,5,25,10972779,11314111
simphyout\pop_9_n_1000_1.newick,5,26,11144335,11482902
simphyout\pop_9_n_1000_1.newick,5,27,14634807,14959351
simphyout\pop_9_n_1000_1.newick,5,28,12653142,12987733
simphyout\pop_9_n_1000_1.newick,5,29,13355633,13660231
simphyout\pop_9_n_1000_1.newick,5,30,12905225,13228751
simphyout\pop_9_n_1000_1.newick,5,31,16260534,16600396
simphyout\pop_9_n_1000_1.newick,5,32,14270310,14624156
simphyout\pop_9_n_1000_1.newick,5,33,11027684,11351780
simphyout\pop_9_n_1000_1.newick,5,34,12304649,12640460
simphyout\pop_9_n_1000_1.newick,5,35,14795107,15110992
simphyout\pop_9_n_1000_1.newick,5,36,12058122,12393189
simphyout\pop_9_n_1000_1.newick,5,37,10427849,10762173
simphyout\pop_9_n_1000_1.newick,5,38,11035912,11369076
simphyout\pop_9_n_1000_1.newick,5,39,12879671,13262986
simphyout\pop_9_n_1000_1.newick,5,40,12651908,12991275
simphyout\pop_9_n_1000_1.newick,5,41,12306512,12648736
simphyout\pop_9_n_1000_1.newick,5,42,13194641,13524714
simphyout\pop_9_n_1000_1.newick,5,43,11294674,11636708
simphyout\pop_9_n_1000_1.newick,5,44,12555551,12875258
simphyout\pop_9_n_1000_1.newick,5,45,13122223,13477924
simphyout\pop_9_n_1000_1.newick,5,46,12613167,12994739
simphyout\pop_9_n_1000_1.newick,5,47,11475075,11801310
simphyout\pop_9_n_1000_1.newick,5,48,12512512,12843894
simphyout\pop_9_n_1000_1.newick,5,49,10007543,10348820
simphyout\pop_9_n_1000_1.newick,6,21,13395668,13748250
simphyout\pop_9_n_1000_1.newick,6,22,12171406,12518745
simphyout\pop_9_n_1000_1.newick,6,23,13764736,14097199
simphyout\pop_9_n_1000_1.newick,6,24,11696220,12026029
simphyout\pop_9_n_1000_1.newick,6,25,13187233,13511915
simphyout\pop_9_n_1000_1.newick,6,26,14928592,15217449
simphyout\pop_9_n_1000_1.newick,6,27,12860955,13200505
simphyout\pop_9_n_1000_1.newick,6,28,12175289,12509011
simphyout\pop_9_n_1000_1.newick,6,29,11802636,12124481
simphyout\pop_9_n_1000_1.newick,6,30,11353198,11695869
simphyout\pop_9_n_1000_1.newick,6,31,11231524,11564696
simphyout\pop_9_n_1000_1.newick,6,32,12805255,13136999
simphyout\pop_9_n_1000_1.newick,6,33,13861804,14211909
simphyout\pop_9_n_1000_1.newick,6,34,14596639,14943495
simphyout\pop_9_n_1000_1.newick,6,35,11284254,11578944
simphyout\pop_9_n_1000_1.newick,6,36,14630327,14957805
simphyout\pop_9_n_1000_1.newick,6,37,10286694,10597977
simphyout\pop_9_n_1000_1.newick,6,38,14812187,15143907
simphyout\pop_9_n_1000_1.newick,6,39,12551536,12877629
simphyout\pop_9_n_1000_1.newick,6,40,13222253,13552772
simphyout\pop_9_n_1000_1.newick,6,41,12601507,12900725
simphyout\pop_9_n_1000_1.newick,6,42,15488070,15837520
simphyout\pop_9_n_1000_1.newick,6,43,13614693,13955213
simphyout\pop_9_n_1000_1.newick,6,44,13321562,13657575
simphyout\pop_9_n_1000_1.newick,6,45,11954097,12244011
simphyout\pop_9_n_1000_1.newick,6,46,12569037,12922805
simphyout\pop_9_n_1000_1.newick,6,47,13911908,14213467
simphyout\pop_9_n_1000_1.newick,6,48,14485702,14826970
simphyout\pop_9_n_1000_1.newick,6,49,13718131,14064605
simphyout\pop_9_n_1000_1.newick,7,21,12730719,13069924
simphyout\pop_9_n_1000_1.newick,7,22,11046461,11336473
simphyout\pop_9_n_1000_1.newick,7,23,14096498,14435905
simphyout\pop_9_n_1000_1.newick,7,24,14347943,14642367
simphyout\pop_9_n_1000_1.newick,7,25,14981289,15333998
simphyout\pop_9_n_1000_1.newick,7,26,10275340,10623760
simphyout\pop_9_n_1000_1.newick,7,27,12453375,12797727
simphyout\pop_9_n_1000_1.newick,7,28,13390798,13709865
simphyout\pop_9_n_1000_1.newick,7,29,10440348,10784956
simphyout\pop_9_n_1000_1.newick,7,30,15374366,15739501
simphyout\pop_9_n_1000_1.newick,7,31,13494055,13856416
simphyout\pop_9_n_1000_1.newick,7,32,11512432,11988463
simphyout\pop_9_n_1000_1.newick,7,33,14048224,14388686
simphyout\pop_9_n_1000_1.newick,7,34,13212869,13542499
simphyout\pop_9_n_1000_1.newick,7,35,11708520,12018075
simphyout\pop_9_n_1000_1.newick,7,36,12723561,13072074
simphyout\pop_9_n_1000_1.newick,7,37,11252302,11581102
simphyout\pop_9_n_1000_1.newick,7,38,9533764,9872275
simphyout\pop_9_n_1000_1.newick,7,39,12817920,13395518
simphyout\pop_9_n_1000_1.newick,7,40,14263321,14604812
simphyout\pop_9_n_1000_1.newick,7,41,13624512,13957023
simphyout\pop_9_n_1000_1.newick,7,42,12501812,12828045
simphyout\pop_9_n_1000_1.newick,7,43,14648598,14981037
simphyout\pop_9_n_1000_1.newick,7,44,12956519,13310374
simphyout\pop_9_n_1000_1.newick,7,45,12189681,12510156
simphyout\pop_9_n_1000_1.newick,7,46,17026017,17367035
simphyout\pop_9_n_1000_1.newick,7,47,12142669,12447900
simphyout\pop_9_n_1000_1.newick,7,48,14013536,14338687
simphyout\pop_9_n_1000_1.newick,7,49,15169016,15504427
simphyout\pop_9_n_1000_1.newick,8,21,12131817,12466494
simphyout\pop_9_n_1000_1.newick,8,22,13425013,13750365
simphyout\pop_9_n_1000_1.newick,8,23,13429571,13770864
simphyout\pop_9_n_1000_1.newick,8,24,12958797,13599742
simphyout\pop_9_n_1000_1.newick,8,25,12358416,12688021
simphyout\pop_9_n_1000_1.newick,8,26,12501674,12856280
simphyout\pop_9_n_1000_1.newick,8,27,12422871,12752303
simphyout\pop_9_n_1000_1.newick,8,28,16561624,16867002
simphyout\pop_9_n_1000_1.newick,8,29,10018056,10359542
simphyout\pop_9_n_1000_1.newick,8,30,14766787,15100067
simphyout\pop_9_n_1000_1.newick,8,31,12471413,12801170
simphyout\pop_9_n_1000_1.newick,8,32,11952978,12286793
simphyout\pop_9_n_1000_1.newick,8,33,14116159,14422960
simphyout\pop_9_n_1000_1.newick,8,34,13083970,13414054
simphyout\pop_9_n_1000_1.newick,8,35,11305098,11655649
simphyout\pop_9_n_1000_1.newick,8,36,13649484,13980718
simphyout\pop_9_n_1000_1.newick,8,37,13199125,13542531
simphyout\pop_9_n_1000_1.newick,8,38,11192319,11531459
simphyout\pop_9_n_1000_1.newick,8,39,12551460,12884821
simphyout\pop_9_n_1000_1.newick,8,40,12250905,12591139
simphyout\pop_9_n_1000_1.newick,8,41,14269612,14637453
simphyout\pop_9_n_1000_1.newick,8,42,11782070,12131958
simphyout\pop_9_n_1000_1.newick,8,43,11885938,12236661
simphyout\pop_9_n_1000_1.newick,8,44,11217189,11547566
simphyout\pop_9_n_1000_1.newick,8,45,10977897,11318633
simphyout\pop_9_n_1000_1.newick,8,46,12690427,12995698
simphyout\pop_9_n_1000_1.newick,8,47,13294505,13637165
simphyout\pop_9_n_1000_1.newick,8,48,14423890,14771008
simphyout\pop_9_n_1000_1.newick,8,49,13819594,14160783
simphyout\pop_9_n_1000_1.newick,9,21,10593200,11167484
simphyout\pop_9_n_1000_1.newick,9,22,13873939,14201497
simphyout\pop_9_n_1000_1.newick,9,23,8666714,8998101
simphyout\pop_9_n_1000_1.newick,9,24,10844859,11400933
simphyout\pop_9_n_1000_1.newick,9,25,12947702,13284811
simphyout\pop_9_n_1000_1.newick,9,26,13605325,13932019
simphyout\pop_9_n_1000_1.newick,9,27,15435508,15764126
simphyout\pop_9_n_1000_1.newick,9,28,11886808,12226341
simphyout\pop_9_n_1000_1.newick,9,29,14091725,14421109
simphyout\pop_9_n_1000_1.newick,9,30,13227739,13567454
simphyout\pop_9_n_1000_1.newick,9,31,13332576,13668462
simphyout\pop_9_n_1000_1.newick,9,32,11567097,11878328
simphyout\pop_9_n_1000_1.newick,9,33,12976732,13318825
simphyout\pop_9_n_1000_1.newick,9,34,11280651,11608560
simphyout\pop_9_n_1000_1.newick,9,35,10623712,10934001
simphyout\pop_9_n_1000_1.newick,9,36,13221040,13563015
simphyout\pop_9_n_1000_1.newick,9,37,11440149,11766686
simphyout\pop_9_n_1000_1.newick,9,38,13624538,13951211
simphyout\pop_9_n_1000_1.newick,9,39,14848589,15186993
simphyout\pop_9_n_1000_1.newick,9,40,9623161,9968400
simphyout\pop_9_n_1000_1.newick,9,41,13168810,13612086
simphyout\pop_9_n_1000_1.newick,9,42,11537630,11881498
simphyout\pop_9_n_1000_1.newick,9,43,13146132,13456352
simphyout\pop_9_n_1000_1.newick,9,44,14301439,14645397
simphyout\pop_9_n_1000_1.newick,9,45,10985011,11344522
simphyout\pop_9_n_1000_1.newick,9,46,12786657,13115916
simphyout\pop_9_n_1000_1.newick,9,47,14998500,15334173
simphyout\pop_9_n_1000_1.newick,9,48,13242142,13546906
simphyout\pop_9_n_1000_1.newick,9,49,13331642,13635115
simphyout\pop_9_n_1000_1.newick,10,21,11301400,11597931
simphyout\pop_9_n_1000_1.newick,10,22,12648818,12997874
simphyout\pop_9_n_1000_1.newick,10,23,11275883,11565553
simphyout\pop_9_n_1000_1.newick,10,24,11313556,11646379
simphyout\pop_9_n_1000_1.newick,10,25,11805239,12117030
simphyout\pop_9_n_1000_1.newick,10,26,15865216,16196009
simphyout\pop_9_n_1000_1.newick,10,27,12770655,13126377
simphyout\pop_9_n_1000_1.newick,10,28,14930075,15220492
simphyout\pop_9_n_1000_1.newick,10,29,12506548,12863327
simphyout\pop_9_n_1000_1.newick,10,30,10713347,11015359
simphyout\pop_9_n_1000_1.newick,10,31,15747707,16083520
simphyout\pop_9_n_1000_1.newick,10,32,10555889,10886534
simphyout\pop_9_n_1000_1.newick,10,33,11560482,11902966
simphyout\pop_9_n_1000_1.newick,10,34,10501860,10815760
simphyout\pop_9_n_1000_1.newick,10,35,11316057,11657714
simphyout\pop_9_n_1000_1.newick,10,36,14086195,14411336
simphyout\pop_9_n_1000_1.newick,10,37,9378663,9728823
simphyout\pop_9_n_1000_1.newick,10,38,12501262,12853581
simphyout\pop_9_n_1000_1.newick,10,39,13139707,13433664
simphyout\pop_9_n_1000_1.newick,10,40,14308607,14657989
simphyout\pop_9_n_1000_1.newick,10,41,13126937,13461887
simphyout\pop_9_n_1000_1.newick,10,42,14356811,14676202
simphyout\pop_9_n_1000_1.newick,10,43,8757833,9110377
simphyout\pop_9_n_1000_1.newick,10,44,10552969,11288591
simphyout\pop_9_n_1000_1.newick,10,45,12633893,12972351
simphyout\pop_9_n_1000_1.newick,10,46,11171479,11455109
simphyout\pop_9_n_1000_1.newick,10,47,10748251,11324523
simphyout\pop_9_n_1000_1.newick,10,48,13792588,14099801
simphyout\pop_9_n_1000_1.newick,10,49,11712642,12000233
simphyout\pop_9_n_1000_1.newick,11,21,9544366,10278325
simphyout\pop_9_n_1000_1.newick,11,22,9559387,9918176
simphyout\pop_9_n_1000_1.newick,11,23,13087319,13605293
simphyout\pop_9_n_1000_1.newick,11,24,13151587,13504106
simphyout\pop_9_n_1000_1.newick,11,25,13057755,13346933
simphyout\pop_9_n_1000_1.newick,11,26,12882992,13208979
simphyout\pop_9_n_1000_1.newick,11,27,11175279,11524625
simphyout\pop_9_n_1000_1.newick,11,28,11655437,12001286
simphyout\pop_9_n_1000_1.newick,11,29,10505369,10829986
simphyout\pop_9_n_1000_1.newick,11,30,13513873,13844826
