filename,i,j,incidence_time,total_time
simphyout\pop_9_n_1000_1.newick,11,31,13318473,13652920
simphyout\pop_9_n_1000_1.newick,11,32,11250649,11582705
simphyout\pop_9_n_1000_1.newick,11,33,14918873,15271464
simphyout\pop_9_n_1000_1.newick,11,34,11340212,11692339
simphyout\pop_9_n_1000_1.newick,11,35,10503454,10857936
simphyout\pop_9_n_1000_1.newick,11,36,13379379,13721746
simphyout\pop_9_n_1000_1.newick,11,37,12039906,12377212
simphyout\pop_9_n_1000_1.newick,11,38,11036476,11362685
simphyout\pop_9_n_1000_1.newick,11,39,9561902,9898128
simphyout\pop_9_n_1000_1.newick,11,40,12158324,12538898
simphyout\pop_9_n_1000_1.newick,11,41,13918864,14205064
simphyout\pop_9_n_1000_1.newick,11,42,12118445,12460579
simphyout\pop_9_n_1000_1.newick,11,43,10871310,11197776
simphyout\pop_9_n_1000_1.newick,11,44,12827573,13155549
simphyout\pop_9_n_1000_1.newick,11,45,11011606,11359602
simphyout\pop_9_n_1000_1.newick,11,46,9673492,10016563
simphyout\pop_9_n_1000_1.newick,11,47,13952808,14318490
simphyout\pop_9_n_1000_1.newick,11,48,10216403,10558944
simphyout\pop_9_n_1000_1.newick,11,49,11641588,11983697
simphyout\pop_9_n_1000_1.newick,12,21,14477783,14783489
simphyout\pop_9_n_1000_1.newick,12,22,12302240,12633690
simphyout\pop_9_n_1000_1.newick,12,23,9541951,9875961
simphyout\pop_9_n_1000_1.newick,12,24,13955695,14304608
simphyout\pop_9_n_1000_1.newick,12,25,12171976,12469058
simphyout\pop_9_n_1000_1.newick,12,26,13434657,13775660
simphyout\pop_9_n_1000_1.newick,12,27,14689468,15000808
simphyout\pop_9_n_1000_1.newick,12,28,15091891,15412798
simphyout\pop_9_n_1000_1.newick,12,29,11818479,12148766
simphyout\pop_9_n_1000_1.newick,12,30,10355219,10695053
simphyout\pop_9_n_1000_1.newick,12,31,13857811,14399744
simphyout\pop_9_n_1000_1.newick,12,32,13689207,14263281
simphyout\pop_9_n_1000_1.newick,12,33,12500271,12837811
simphyout\pop_9_n_1000_1.newick,12,34,13665743,13985749
simphyout\pop_9_n_1000_1.newick,12,35,11392129,11723372
simphyout\pop_9_n_1000_1.newick,12,36,12212910,12539209
simphyout\pop_9_n_1000_1.newick,12,37,12908593,13231751
simphyout\pop_9_n_1000_1.newick,12,38,12247009,12569963
simphyout\pop_9_n_1000_1.newick,12,39,12709335,13010266
simphyout\pop_9_n_1000_1.newick,12,40,11563016,11892770
simphyout\pop_9_n_1000_1.newick,12,41,13317493,13641788
simphyout\pop_9_n_1000_1.newick,12,42,15427736,15733091
simphyout\pop_9_n_1000_1.newick,12,43,13687002,13983326
simphyout\pop_9_n_1000_1.newick,12,44,11664177,11994150
simphyout\pop_9_n_1000_1.newick,12,45,13716454,14046201
simphyout\pop_9_n_1000_1.newick,12,46,13876898,14213933
simphyout\pop_9_n_1000_1.newick,12,47,12995637,13335843
simphyout\pop_9_n_1000_1.newick,12,48,14431194,14765774
simphyout\pop_9_n_1000_1.newick,12,49,12443148,12774331
simphyout\pop_9_n_1000_1.newick,13,21,12637827,13415242
simphyout\pop_9_n_1000_1.newick,13,22,12885620,13224243
simphyout\pop_9_n_1000_1.newick,13,23,10408351,10692271
simphyout\pop_9_n_1000_1.newick,13,24,13783540,14135941
simphyout\pop_9_n_1000_1.newick,13,25,12298909,12642300
simphyout\pop_9_n_1000_1.newick,13,26,11712741,12039204
simphyout\pop_9_n_1000_1.newick,13,27,12574383,12886939
simphyout\pop_9_n_1000_1.newick,13,28,14375644,14704631
simphyout\pop_9_n_1000_1.newick,13,29,11527451,11862169
simphyout\pop_9_n_1000_1.newick,13,30,12397591,12731167
simphyout\pop_9_n_1000_1.newick,13,31,11798865,12100652
simphyout\pop_9_n_1000_1.newick,13,32,12924867,13254086
simphyout\pop_9_n_1000_1.newick,13,33,12842733,13178131
simphyout\pop_9_n_1000_1.newick,13,34,8888648,9235971
simphyout\pop_9_n_1000_1.newick,13,35,11754717,12089654
simphyout\pop_9_n_1000_1.newick,13,36,11085723,11429258
simphyout\pop_9_n_1000_1.newick,13,37,11244017,11574859
simphyout\pop_9_n_1000_1.newick,13,38,10227127,10565002
simphyout\pop_9_n_1000_1.newick,13,39,14166768,14519989
simphyout\pop_9_n_1000_1.newick,13,40,11125786,11415551
simphyout\pop_9_n_1000_1.newick,13,41,12429051,12762138
simphyout\pop_9_n_1000_1.newick,13,42,13721861,14054086
simphyout\pop_9_n_1000_1.newick,13,43,11064226,11412643
simphyout\pop_9_n_1000_1.newick,13,44,11370910,11703722
simphyout\pop_9_n_1000_1.newick,13,45,13357958,13685491
simphyout\pop_9_n_1000_1.newick,13,46,11965850,12303840
simphyout\pop_9_n_1000_1.newick,13,47,13750191,14078394
simphyout\pop_9_n_1000_1.newick,13,48,11824207,12161633
simphyout\pop_9_n_1000_1.newick,13,49,14047924,14377023
simphyout\pop_9_n_1000_1.newick,14,21,13704920,14065043
simphyout\pop_9_n_1000_1.newick,14,22,11390519,11724917
simphyout\pop_9_n_1000_1.newick,14,23,10801359,11132317
simphyout\pop_9_n_1000_1.newick,14,24,15643880,16286880
simphyout\pop_9_n_1000_1.newick,14,25,11332671,11660545
simphyout\pop_9_n_1000_1.newick,14,26,13576886,13914687
simphyout\pop_9_n_1000_1.newick,14,27,10324252,10669446
simphyout\pop_9_n_1000_1.newick,14,28,10705612,11061493
simphyout\pop_9_n_1000_1.newick,14,29,14114889,14449495
simphyout\pop_9_n_1000_1.newick,14,30,8982620,9330175
simphyout\pop_9_n_1000_1.newick,14,31,12539972,13294676
simphyout\pop_9_n_1000_1.newick,14,32,15354797,15690356
simphyout\pop_9_n_1000_1.newick,14,33,14182770,14516354
simphyout\pop_9_n_1000_1.newick,14,34,11157437,11472526
simphyout\pop_9_n_1000_1.newick,14,35,13442599,13743892
simphyout\pop_9_n_1000_1.newick,14,36,11201460,11538240
simphyout\pop_9_n_1000_1.newick,14,37,13580989,13866800
simphyout\pop_9_n_1000_1.newick,14,38,10391568,10725977
simphyout\pop_9_n_1000_1.newick,14,39,12139487,12446595
simphyout\pop_9_n_1000_1.newick,14,40,10443023,10780996
simphyout\pop_9_n_1000_1.newick,14,41,14494206,14819232
simphyout\pop_9_n_1000_1.newick,14,42,13647868,13990628
simphyout\pop_9_n_1000_1.newick,14,43,10726360,11049974
simphyout\pop_9_n_1000_1.newick,14,44,11435162,11766339
simphyout\pop_9_n_1000_1.newick,14,45,12163938,12499412
simphyout\pop_9_n_1000_1.newick,14,46,14100216,14431634
simphyout\pop_9_n_1000_1.newick,14,47,12988676,13326447
simphyout\pop_9_n_1000_1.newick,14,48,13374707,13776218
simphyout\pop_9_n_1000_1.newick,14,49,11327163,11680674
simphyout\pop_9_n_1000_1.newick,15,21,9549496,9891067
simphyout\pop_9_n_1000_1.newick,15,22,10993758,11327091
simphyout\pop_9_n_1000_1.newick,15,23,12725501,13063962
simphyout\pop_9_n_1000_1.newick,15,24,13277878,13619661
simphyout\pop_9_n_1000_1.newick,15,25,13501710,13847602
simphyout\pop_9_n_1000_1.newick,15,26,12443154,12801725
simphyout\pop_9_n_1000_1.newick,15,27,13734689,14070336
simphyout\pop_9_n_1000_1.newick,15,28,13273635,13616129
simphyout\pop_9_n_1000_1.newick,15,29,12713778,13061104
simphyout\pop_9_n_1000_1.newick,15,30,12295016,12621953
simphyout\pop_9_n_1000_1.newick,15,31,12904331,13251737
simphyout\pop_9_n_1000_1.newick,15,32,12723864,13045674
simphyout\pop_9_n_1000_1.newick,15,33,13058828,13396608
simphyout\pop_9_n_1000_1.newick,15,34,11797280,12129365
simphyout\pop_9_n_1000_1.newick,15,35,12427317,12763472
simphyout\pop_9_n_1000_1.newick,15,36,13192792,13524346
simphyout\pop_9_n_1000_1.newick,15,37,13304318,13654833
simphyout\pop_9_n_1000_1.newick,15,38,10699147,11021187
simphyout\pop_9_n_1000_1.newick,15,39,12807534,13101222
simphyout\pop_9_n_1000_1.newick,15,40,10220548,10592832
simphyout\pop_9_n_1000_1.newick,15,41,12098355,12776716
simphyout\pop_9_n_1000_1.newick,15,42,11700566,12023442
simphyout\pop_9_n_1000_1.newick,15,43,12023089,12350298
simphyout\pop_9_n_1000_1.newick,15,44,12188108,12523515
simphyout\pop_9_n_1000_1.newick,15,45,12872645,13210718
simphyout\pop_9_n_1000_1.newick,15,46,14751717,15089510
simphyout\pop_9_n_1000_1.newick,15,47,12921107,13220900
simphyout\pop_9_n_1000_1.newick,15,48,12304482,12634024
simphyout\pop_9_n_1000_1.newick,15,49,13908885,14227093
simphyout\pop_9_n_1000_1.newick,16,21,13385532,13818932
simphyout\pop_9_n_1000_1.newick,16,22,10466428,10811336
simphyout\pop_9_n_1000_1.newick,16,23,11884107,12219270
simphyout\pop_9_n_1000_1.newick,16,24,13217189,13556895
simphyout\pop_9_n_1000_1.newick,16,25,14291521,14622433
simphyout\pop_9_n_1000_1.newick,16,26,15606831,15943467
simphyout\pop_9_n_1000_1.newick,16,27,12460403,12816709
simphyout\pop_9_n_1000_1.newick,16,28,12556836,12886838
simphyout\pop_9_n_1000_1.newick,16,29,13906461,14249438
simphyout\pop_9_n_1000_1.newick,16,30,12075156,12381657
simphyout\pop_9_n_1000_1.newick,16,31,15508269,15844490
simphyout\pop_9_n_1000_1.newick,16,32,11160721,11490005
simphyout\pop_9_n_1000_1.newick,16,33,12491515,12797064
simphyout\pop_9_n_1000_1.newick,16,34,9032772,9633120
simphyout\pop_9_n_1000_1.newick,16,36,13029434,13356953
simphyout\pop_9_n_1000_1.newick,16,37,12292976,12633300
simphyout\pop_9_n_1000_1.newick,16,38,14210145,14560566
simphyout\pop_9_n_1000_1.newick,16,39,11853804,12387576
simphyout\pop_9_n_1000_1.newick,16,40,14480358,14767052
simphyout\pop_9_n_1000_1.newick,16,41,14447180,14787365
simphyout\pop_9_n_1000_1.newick,16,42,11972537,12739896
simphyout\pop_9_n_1000_1.newick,16,43,15616805,15944579
simphyout\pop_9_n_1000_1.newick,16,44,14112048,14452885
simphyout\pop_9_n_1000_1.newick,16,45,13952263,14286401
simphyout\pop_9_n_1000_1.newick,16,46,11112303,11436046
simphyout\pop_9_n_1000_1.newick,16,47,13513656,13854830
simphyout\pop_9_n_1000_1.newick,16,48,10789699,11139354
simphyout\pop_9_n_1000_1.newick,16,49,12375681,12677008
simphyout\pop_9_n_1000_1.newick,17,21,12959035,13307226
simphyout\pop_9_n_1000_1.newick,17,22,12217475,12552892
simphyout\pop_9_n_1000_1.newick,17,23,10768928,11137967
simphyout\pop_9_n_1000_1.newick,17,24,11710470,12064818
simphyout\pop_9_n_1000_1.newick,17,25,11744216,12079357
simphyout\pop_9_n_1000_1.newick,17,26,11273174,11570976
simphyout\pop_9_n_1000_1.newick,17,27,11055476,11358523
simphyout\pop_9_n_1000_1.newick,17,28,14817491,15142442
simphyout\pop_9_n_1000_1.newick,17,29,12032540,12340087
simphyout\pop_9_n_1000_1.newick,17,30,10896803,11228324
simphyout\pop_9_n_1000_1.newick,17,31,10713745,11040323
simphyout\pop_9_n_1000_1.newick,17,32,11317181,11670310
simphyout\pop_9_n_1000_1.newick,17,33,10044723,10356741
simphyout\pop_9_n_1000_1.newick,17,34,11231568,11555867
simphyout\pop_9_n_1000_1.newick,17,35,10446923,10790727
simphyout\pop_9_n_1000_1.newick,17,36,10650514,10998038
simphyout\pop_9_n_1000_1.newick,17,37,12944067,13280528
simphyout\pop_9_n_1000_1.newick,17,38,11944257,12232598
simphyout\pop_9_n_1000_1.newick,17,39,13371459,13663085
simphyout\pop_9_n_1000_1.newick,17,40,13588542,14075101
simphyout\pop_9_n_1000_1.newick,17,41,10218393,10962744
simphyout\pop_9_n_1000_1.newick,17,42,12241682,12573731
simphyout\pop_9_n_1000_1.newick,17,43,13968852,14311091
simphyout\pop_9_n_1000_1.newick,17,44,12942276,13273125
simphyout\pop_9_n_1000_1.newick,17,45,15262729,15614202
simphyout\pop_9_n_1000_1.newick,17,46,10231458,10581055
simphyout\pop_9_n_1000_1.newick,17,47,14178001,14531670
simphyout\pop_9_n_1000_1.newick,17,48,13878031,14209511
simphyout\pop_9_n_1000_1.newick,17,49,9756479,10096811
simphyout\pop_9_n_1000_1.newick,18,21,15061953,15804437
simphyout\pop_9_n_1000_1.newick,18,22,12980338,13313549
simphyout\pop_9_n_1000_1.newick,18,23,10041157,10341143
simphyout\pop_9_n_1000_1.newick,18,24,14148245,14510172
simphyout\pop_9_n_1000_1.newick,18,25,13825210,14181988
simphyout\pop_9_n_1000_1.newick,18,26,15697182,15992837
simphyout\pop_9_n_1000_1.newick,18,27,14506292,14858371
simphyout\pop_9_n_1000_1.newick,18,28,14973310,15300383
simphyout\pop_9_n_1000_1.newick,18,29,12958019,13299522
simphyout\pop_9_n_1000_1.newick,18,30,13978630,14316760
simphyout\pop_9_n_1000_1.newick,18,31,13863715,14191619
simphyout\pop_9_n_1000_1.newick,18,32,14188594,14535438
simphyout\pop_9_n_1000_1.newick,18,33,11776905,12126223
simphyout\pop_9_n_1000_1.newick,18,34,10802266,11145684
simphyout\pop_9_n_1000_1.newick,18,35,11187262,11524247
simphyout\pop_9_n_1000_1.newick,18,36,11636750,11971491
simphyout\pop_9_n_1000_1.newick,18,37,13308129,13654657
simphyout\pop_9_n_1000_1.newick,18,38,11990076,12312978
simphyout\pop_9_n_1000_1.newick,18,39,11831151,12119808
simphyout\pop_9_n_1000_1.newick,18,40,13461210,13790839
simphyout\pop_9_n_1000_1.newick,18,41,12963242,13295232
simphyout\pop_9_n_1000_1.newick,18,42,13861093,14207046
simphyout\pop_9_n_1000_1.newick,18,43,12761619,13093016
simphyout\pop_9_n_1000_1.newick,18,44,13693859,14021740
simphyout\pop_9_n_1000_1.newick,18,45,12060686,12393398
simphyout\pop_9_n_1000_1.newick,18,46,11413756,11759244
simphyout\pop_9_n_1000_1.newick,18,47,14023568,14350864
